Player ID,Name,Age,Height,Weight,Nationality,Rating,Preferred Foot,Position,Shirt Number,Contract Expires
151487,Iuri Medeiros,23,175.26,63.95,Portugal,76,L,RM,45,2019
151497,M. Phillips,27,182.88,74.83,Scotland,76,R,RM,18,2020
151505,Iván Cuéllar,34,187.96,76.19,Spain,76,L,GK,1,2019
151517,J. Lössl,29,195.58,87.98,Denmark,76,R,GK,16,2021
151524,W. Bony,29,182.88,87.98,Ivory Coast,76,R,ST,2,2019
151532,Bernat,25,170.18,67.12,Spain,76,L,LB,14,2021
151543,V. Behrami,33,185.42,78.00,Switzerland,76,R,CM,11,2019
151549,S. Langkamp,30,190.50,84.81,Germany,76,R,CB,15,2020
151559,A. Touré,24,187.96,83.90,France,76,R,LCM,19,2022
151571,Jesé,25,177.80,72.11,Spain,76,R,LM,22,2021
151575,D. Ings,25,177.80,73.02,England,76,R,RS,9,2019
151578,R. Knoche,26,190.50,77.10,Germany,76,R,RCB,31,2020
151583,J. Denayer,23,182.88,79.82,Belgium,76,R,LCB,5,2022
151589,S. Rode,27,177.80,74.83,Germany,76,R,CDM,18,2020
151593,A. Nagy,23,177.80,73.92,Hungary,76,R,CDM,8,2021
151599,A. Barnes,28,185.42,83.90,Austria,76,R,ST,10,2021
151611,E. Boateng,22,175.26,62.13,Ghana,76,R,ST,21,2021
151613,Dalbert,24,180.34,69.84,Brazil,76,L,LB,29,2023
151617,A. Halilović,22,170.18,68.93,Croatia,76,L,RM,77,2021
151622,T. Cleverley,28,175.26,67.12,England,76,R,CM,8,2022
151634,P. Bargfrede,29,175.26,71.20,Germany,76,R,CDM,44,2022
151641,J. Jankto,22,180.34,73.92,Czech Republic,76,L,RM,14,2019
151643,Junior Firpo,21,182.88,74.83,Spain,76,L,LM,20,2023
151649,D. D'Ambrosio,29,180.34,74.83,Italy,76,R,LB,33,2021
151658,S. Vokes,28,187.96,89.80,Wales,76,R,ST,9,2021
151668,Mario Hermoso,23,182.88,73.92,Spain,76,L,LCB,22,2020
151674,F. Bartels,31,175.26,68.93,Germany,76,R,RM,22,2020
151676,K. Malcuit,26,177.80,77.10,France,76,R,RB,2,2022
151687,Ayoze Pérez,24,177.80,72.11,Spain,76,R,CF,17,2021
151691,V. Berisha,25,175.26,69.84,Kosovo,76,R,LM,7,2023
151697,R. Freuler,26,180.34,77.10,Switzerland,76,R,RDM,8,2019
151707,Ganso,28,182.88,78.00,Brazil,76,L,CAM,8,2019
151713,M. Pašalić,23,187.96,82.99,Croatia,76,R,RCM,88,2019
151725,Vitor Hugo,27,187.96,79.82,Brazil,76,L,LCB,31,2021
151732,R. Snodgrass,30,182.88,82.09,Scotland,76,L,RM,11,2020
151743,Francisco Geraldes,23,170.18,66.21,Portugal,76,R,CAM,18,2019
151754,D. Santon,27,187.96,77.10,Italy,76,R,LB,18,2022
151760,M. Niang,23,182.88,78.00,Senegal,76,R,LW,11,2019
151768,O. Wendt,32,180.34,82.09,Sweden,76,L,LB,17,2019
151771,M. Noble,31,177.80,76.19,England,76,R,RCM,16,2021
151781,M. Rashica,22,177.80,73.02,Kosovo,76,R,RW,11,2022
151784,C. Benteke,27,190.50,82.99,Belgium,76,R,ST,17,2020
151796,Rômulo,31,177.80,72.11,Italy,76,R,RM,8,2020
151801,L. Teodorczyk,27,187.96,86.17,Poland,76,R,ST,91,2022
151806,L. Rupp,27,177.80,73.02,Germany,76,R,CM,7,2020
151809,W. Caballero,36,185.42,81.18,Argentina,76,R,GK,13,2019
151811,F. Di Francesco,24,170.18,74.83,Italy,76,R,LW,34,2021
151820,M. Destro,27,177.80,72.11,Italy,76,R,ST,22,2020
151823,Ki Sung Yueng,29,187.96,74.83,Korea Republic,76,R,LCM,4,2020
151832,N. Pépé,23,182.88,73.02,Ivory Coast,76,L,RM,19,2022
151843,Y. Salibur,27,177.80,76.19,France,76,L,RM,19,2019
151848,C. Hérelle,25,187.96,74.83,France,76,R,RCB,29,2022
151853,E. Mangala,27,187.96,83.90,France,76,L,CB,15,2019
151855,O. Selnæs,23,187.96,77.10,Norway,76,L,RDM,17,2020
151859,A. Ekdal,28,185.42,74.83,Sweden,76,R,LCM,8,2021
151862,M. Darmian,28,182.88,69.84,Italy,76,R,LB,36,2019
151874,N. Chalobah,23,185.42,76.19,England,76,R,CDM,14,2022
151880,F. Viviani,26,180.34,74.83,Italy,76,R,CM,77,2020
151882,M. de Roon,27,185.42,76.19,Netherlands,76,R,RDM,18,2022
151892,Rubén Duarte,22,180.34,74.83,Spain,76,L,LB,3,2020
151894,Y. Ōsako,28,182.88,71.20,Japan,76,R,CF,8,2022
151900,P. van Aanholt,27,175.26,67.12,Netherlands,76,L,LB,21,2021
151911,S. Meïté,24,187.96,79.82,France,76,R,LCM,23,2023
151918,L. Vietto,24,172.72,69.84,Argentina,76,R,ST,19,2019
151920,A. Izzo,26,182.88,78.00,Italy,76,R,RCB,5,2023
151922,A. Paloschi,28,182.88,79.82,Italy,76,R,ST,43,2021
151926,Llorente,33,193.04,92.06,Spain,76,R,ST,18,2019
151933,J. Morel,34,175.26,78.00,Madagascar,76,L,CB,15,2019
151943,João Pedro,26,182.88,73.02,Brazil,76,R,LS,10,2022
151952,Kenedy,22,182.88,77.10,Brazil,76,L,LM,15,2019
151955,N. Vukčević,26,182.88,76.19,Montenegro,76,L,CDM,17,2022
151962,F. Borini,27,180.34,73.92,Italy,76,R,LW,11,2021
151964,I. Sarr,20,185.42,76.19,Senegal,76,R,RM,7,2021
151969,C. Clark,28,185.42,87.98,Republic of Ireland,76,L,CB,2,2021
151980,Mata,29,187.96,78.00,Spain,76,R,LS,7,2021
151992,M. Albrighton,28,175.26,73.92,England,76,R,RM,11,2020
151995,A. Gray,27,180.34,78.00,England,76,R,ST,18,2022
152004,Yoel,29,185.42,78.00,Spain,76,R,GK,13,2019
152009,S. Proto,35,182.88,73.92,Belgium,76,R,GK,24,2021
152015,A. Mehmedi,27,182.88,78.00,Switzerland,76,R,CAM,14,2022
152020,Pablo,27,187.96,86.17,Brazil,76,R,LCB,25,2021
152022,G. Lapadula,28,177.80,68.93,Italy,76,L,ST,10,2022
152027,F. Klaus,25,180.34,78.91,Germany,76,R,RM,11,2022
152029,H. Nordtveit,28,187.96,82.99,Norway,76,R,RCB,6,2022
152037,S. Zuber,26,182.88,78.91,Switzerland,76,R,LM,14,2020
152045,J. Palomino,28,187.96,87.07,Argentina,76,L,CB,6,2020
152047,Y. Mutō,25,177.80,72.11,Japan,76,R,ST,13,2022
152056,M. Barbosa,33,187.96,78.91,Argentina,76,R,GK,25,2020
152060,G. Laborde,24,180.34,78.00,France,76,L,RS,10,2022
152068,Iván Alejo,23,182.88,76.19,Spain,76,R,RM,23,2023
152076,Thiago Mendes,26,177.80,79.82,Brazil,76,R,RDM,23,2022
152079,D. Brosinski,29,177.80,69.84,Germany,76,R,RB,18,2020
152089,T. Monconduit,27,182.88,82.99,France,76,R,RDM,6,2021
152092,Andrés Fernández,31,187.96,82.09,Spain,76,R,GK,13,2021
152094,Eraso,28,180.34,71.20,Spain,76,R,CAM,17,2020
152105,M. Konaté,25,182.88,78.00,Senegal,76,R,ST,15,2021
152113,C. Théréau,35,187.96,78.91,France,76,R,LW,77,2019
152122,T. Jedvaj,22,182.88,82.09,Croatia,76,R,LB,16,2023
152127,J. Briand,32,180.34,83.90,France,76,R,ST,7,2020
152134,F. Lustenberger,30,180.34,69.84,Switzerland,76,R,RCB,28,2019
152142,J. Ayew,26,182.88,81.18,Ghana,76,R,ST,14,2019
152150,R. Thomas,30,193.04,83.90,France,76,L,LCB,24,2022
152153,N. Sansone,26,175.26,68.03,Italy,76,R,ST,10,2021
152155,E. Bičakčić,28,185.42,84.81,Bosnia Herzegovina,76,R,LCB,4,2020
152158,A. Knockaert,26,172.72,68.93,France,76,L,RM,11,2022
152165,M. Dembélé,21,182.88,73.92,France,76,R,ST,9,2023
152170,F. Mollet,26,170.18,67.12,France,76,R,CAM,25,2022
152178,Koo Ja Cheol,29,182.88,78.91,Korea Republic,76,R,CAM,19,2019
152180,A. Petagna,23,190.50,84.81,Italy,76,L,RS,37,2019
152182,T. Koubek,25,198.12,94.78,Czech Republic,76,R,GK,16,2021
152191,J. Allen,28,167.64,62.13,Wales,76,R,RDM,7,2022
152193,P. Højbjerg,22,185.42,83.90,Denmark,76,R,RCM,23,2021
152204,B. Embolo,21,185.42,86.17,Switzerland,76,R,ST,36,2021
152213,V. Eysseric,26,180.34,73.02,France,76,R,LW,7,2021
152215,C. Salcedo,24,185.42,82.99,Mexico,76,R,RCB,13,2022
152218,A. Ranocchia,30,195.58,81.18,Italy,76,R,CB,13,2019
152223,P. Jansson,27,195.58,86.17,Sweden,76,R,RCB,16,2022
152228,Rubén Blanco,22,187.96,69.84,Spain,76,R,GK,13,2023
152236,A. Ndiaye Diedhiou,21,172.72,63.04,Senegal,76,R,LM,11,2022
152248,Rafinha,32,172.72,68.03,Brazil,76,R,RB,13,2019
152256,G. Cabral,32,182.88,81.18,Argentina,76,R,CB,22,2019
152266,J. De Guzmán,30,175.26,73.92,Netherlands,76,R,RCM,6,2020
152277,Kiko Femenía,27,175.26,60.77,Spain,76,R,RB,21,2021
152286,Recio,27,182.88,73.92,Spain,76,R,CM,8,2022
152292,A. Smith,27,180.34,78.00,England,76,R,RB,15,2021
152302,D. Stephens,29,185.42,71.20,England,76,R,RCM,6,2021
152306,I. Belfodil,26,190.50,86.17,Algeria,76,R,ST,19,2022
152312,Marc Roca,21,182.88,73.92,Spain,76,L,CDM,21,2022
152322,M. Veljković,22,182.88,77.10,Serbia,76,R,RCB,13,2022
152331,J. Willems,24,177.80,82.09,Netherlands,76,L,LB,15,2021
152341,A. Lennon,31,165.10,63.04,England,76,R,RM,25,2020
152348,F. Forster,30,200.66,92.97,England,76,R,GK,44,2022
152350,C. Biraghi,25,185.42,78.00,Italy,76,L,LB,4,2021
152361,Aritz Elustondo,24,180.34,71.20,Spain,76,R,CB,15,2022
152363,A. Cresswell,28,175.26,66.21,England,76,L,LB,3,2021
152372,Alex Berenguer,22,175.26,73.02,Spain,76,R,LM,21,2022
152376,C. Davies,33,187.96,88.89,England,76,R,CB,33,2020
152384,C. Kouyaté,28,187.96,82.99,Senegal,76,R,LCM,8,2022
152387,Camarasa,24,182.88,76.19,Spain,76,R,RM,21,2019
152398,J. Martin,28,182.88,69.84,France,76,R,LCM,8,2020
152407,J. Grealish,22,175.26,68.03,England,76,R,LCM,10,2023
152415,J. Montero,28,172.72,69.84,Ecuador,76,R,LM,10,2020
152420,M. Antenucci,33,177.80,76.19,Italy,76,R,LS,7,2020
152432,R. Durmisi,24,167.64,67.12,Denmark,76,L,LB,14,2023
152441,Jaume,27,185.42,73.02,Spain,76,R,GK,1,2022
152449,A. Delort,26,180.34,82.99,France,76,R,LS,11,2019
152461,P. Zabaleta,33,177.80,73.92,Argentina,76,R,RB,5,2019
152469,J. Gnagnon,21,182.88,88.89,France,76,R,CB,24,2023
152478,R. Morrison,25,175.26,71.20,England,76,R,CAM,35,2019
152489,J. McArthur,30,177.80,66.21,Scotland,76,R,RM,18,2020
152496,R. Olsen,28,195.58,86.17,Sweden,76,R,GK,1,2022
152500,W. Hoedt,24,187.96,77.10,Netherlands,76,L,LCB,6,2022
152509,R. Holding,22,187.96,74.83,England,76,R,CB,16,2022
152519,N. Sliti,25,172.72,76.19,Tunisia,76,R,RM,10,2022
152525,Rodrigo Ely,24,187.96,82.99,Brazil,76,R,CB,4,2021
152529,Y. Sankharé,28,182.88,79.82,Senegal,76,L,LCM,13,2021
152537,S. Bell,26,193.04,87.98,Germany,76,R,RCB,16,2020
152546,K. Linetty,23,175.26,73.02,Poland,76,R,CM,16,2021
152557,F. Uduokhai,20,193.04,78.00,Germany,76,L,CB,17,2022
152567,Barragán,31,182.88,76.19,Spain,76,R,RWB,19,2020
152579,R. Hamouma,31,177.80,76.19,France,76,R,RM,21,2021
152585,L. Skorupski,27,187.96,83.90,Poland,76,R,GK,12,2020
152596,Toño García,28,177.80,68.93,Spain,76,L,LM,3,2019
152601,A. Szalai,30,193.04,89.80,Hungary,76,R,ST,9,2019
152605,Raúl Navas,30,185.42,83.90,Spain,76,R,CB,22,2020
152614,J. Brekalo,20,175.26,69.84,Croatia,76,R,LW,7,2023
152622,A. Hegazi,27,193.04,94.78,Egypt,76,R,LCB,6,2022
152626,M. Sels,26,190.50,87.98,Belgium,76,R,GK,1,2022
152633,D. Gray,22,180.34,73.92,England,76,R,LM,7,2021
152640,M. Pjaca,23,185.42,82.99,Croatia,76,R,LW,10,2019
152646,M. Arambarri,22,175.26,76.19,Uruguay,76,R,RCM,18,2023
152655,A. Ćorić,21,175.26,58.96,Croatia,76,R,CAM,19,2023
152659,T. Gebre Selassie,31,180.34,71.20,Czech Republic,76,R,RB,4,2019
152662,C. Nkunku,20,177.80,72.11,France,76,R,CM,24,2020
152669,F. Kainz,25,175.26,71.20,Austria,76,R,LW,17,2020
152680,B. Henrichs,21,182.88,78.91,Germany,76,R,LB,39,2023
152692,D. Praet,24,180.34,78.00,Belgium,76,R,RCM,10,2021
152703,N. El Zhar,31,170.18,66.21,Morocco,76,R,RM,10,2020
152708,O. Colley,25,190.50,87.07,Gambia,76,L,LCB,15,2022
152712,J. Aholou,24,187.96,73.92,Ivory Coast,76,L,LDM,4,2023
152716,Rubén Sobrino,26,185.42,73.02,Spain,76,R,RS,7,2021
152723,H. Soudani,30,177.80,74.83,Algeria,76,L,ST,2,2021
152733,T. Mangani,31,182.88,78.91,France,76,L,CM,5,2020
152736,A. Lunin,19,190.50,79.82,Ukraine,76,R,GK,29,2019
152744,D. Yedlin,24,172.72,74.83,United States,76,R,RB,2,2021
152748,T. Kraft,29,187.96,78.00,Germany,76,R,GK,1,2019
152757,M. Simon,22,167.64,68.93,Nigeria,76,R,LM,7,2023
152768,C. Dawson,28,187.96,84.81,England,76,R,RCB,25,2020
152771,Paulo Oliveira,27,187.96,82.09,Portugal,76,R,RCB,12,2021
152782,A. Gomis,24,193.04,79.82,Senegal,76,R,GK,1,2021
152787,J. Hogg,29,175.26,73.02,England,76,R,CM,6,2020
152790,M. Antonio,28,177.80,82.09,England,76,R,RM,30,2021
152800,Diego Rico,25,182.88,76.19,Spain,76,L,LB,21,2022
152805,G. Donsah,22,175.26,69.84,Ghana,76,R,CM,17,2022
152811,Felipe,33,187.96,74.83,Brazil,75,L,LCB,27,2020
152822,S. Fofana,23,182.88,77.10,Ivory Coast,75,R,RCM,6,2022
152825,Francis,22,175.26,78.00,Spain,75,R,RM,2,2022
152831,Ivi,24,175.26,73.92,Spain,75,R,LM,7,2019
152843,Unai Núñez,21,185.42,81.18,Spain,75,R,CB,3,2023
152847,L. Lerager,24,185.42,84.81,Denmark,75,R,CM,18,2021
152852,P. De Blasis,30,165.10,64.85,Argentina,75,R,LM,16,2020
152862,J. Stanislas,28,182.88,76.19,England,75,R,RM,19,2019
152867,Lucas Evangelista,23,180.34,76.19,Brazil,75,L,CM,17,2023
152879,G. Maripán,24,193.04,82.99,Chile,75,R,LCB,6,2021
152889,M. Braithwaite,27,180.34,73.02,Denmark,75,R,ST,11,2021
152897,A. Masuaku,24,177.80,69.84,DR Congo,75,L,LB,26,2020
152904,Rolando,32,187.96,77.10,Portugal,75,R,CB,6,2019
152916,Fran Rico,30,177.80,68.03,Spain,75,R,CDM,4,2020
152920,Balenziaga,30,177.80,76.19,Spain,75,L,LB,24,2019
152922,K. Ansarifard,28,187.96,79.82,Iran,75,R,ST,37,2020
152933,L. Balogun,30,190.50,87.98,Nigeria,75,R,CB,14,2020
152935,M. Rog,22,180.34,73.02,Croatia,75,R,CM,30,2021
152938,J. Durmaz,29,180.34,68.93,Sweden,75,L,CAM,21,2019
152941,Borja Mayoral,21,182.88,73.92,Spain,75,R,ST,2,2019
152953,D. Bonera,37,182.88,83.90,Italy,75,R,CB,23,2019
152958,Danilo,22,182.88,76.19,Brazil,75,R,CM,21,2021
152970,J. Hendrick,26,182.88,83.90,Republic of Ireland,75,R,CM,13,2019
152972,M. Lopez,20,167.64,58.05,France,75,R,CM,27,2021
152979,D. Machís,25,170.18,73.92,Venezuela,75,R,LM,7,2022
152989,Javi López,32,180.34,76.19,Spain,75,R,RB,16,2019
153001,G. Pandev,34,182.88,74.83,FYR Macedonia,75,L,CAM,19,2021
153012,Júlio Tavares,29,187.96,87.98,Cape Verde,75,R,ST,11,2021
153014,D. Liénard,30,182.88,77.10,France,75,L,CM,11,2021
153023,Y. Pelé,35,195.58,88.89,France,75,R,GK,16,2020
153027,L. Sepe,27,185.42,74.83,Italy,75,L,GK,55,2019
153033,J. Bruma,26,190.50,87.98,Netherlands,75,R,CB,5,2021
153036,O. Duarte,29,185.42,81.18,Costa Rica,75,R,CB,6,2019
153040,F. Di Santo,29,193.04,87.98,Argentina,75,R,ST,9,2019
153046,Jozabed,27,180.34,67.12,Spain,75,R,LDM,21,2021
153053,G. Carrillo,27,190.50,87.07,Argentina,75,R,RS,9,2019
153064,M. Zeegelaar,27,185.42,82.09,Netherlands,75,L,LB,22,2021
153067,G. Ferrari,26,187.96,82.09,Italy,75,L,LCB,31,2021
153074,I. Traoré,31,182.88,87.07,Ivory Coast,75,R,RCB,8,2020
153085,N. Araújo,26,187.96,87.07,Mexico,75,R,LCB,2,2023
153094,S. Armstrong,26,182.88,74.83,Scotland,75,R,RCM,8,2022
153104,Ivan Cavaleiro,24,175.26,79.82,Portugal,75,R,LW,7,2021
153112,E. Cabaco,23,185.42,74.83,Uruguay,75,R,CB,2,2022
153122,Hélder Costa,24,177.80,77.10,Portugal,75,L,RW,10,2020
153129,E. Durm,26,182.88,72.11,Germany,75,R,RWB,37,2019
153133,Emerson,23,175.26,77.10,Italy,75,L,LB,33,2022
153143,C. Fuchs,32,187.96,88.89,Austria,75,L,LB,28,2019
153155,Rafael,36,187.96,79.82,Brazil,75,R,GK,1,2019
153164,Lucas Lima,26,177.80,76.19,Brazil,75,L,LB,6,2022
153166,Portillo,28,170.18,59.86,Spain,75,R,RM,8,2019
153172,F. Rønnow,25,190.50,77.10,Denmark,75,R,GK,22,2022
153176,N. Spolli,35,193.04,89.80,Argentina,75,R,CB,2,2023
153187,R. Berić,27,187.96,82.99,Slovenia,75,R,ST,9,2019
153192,T. Jantschke,28,177.80,76.19,Germany,75,R,LCB,24,2021
153194,A. Grassi,23,182.88,74.83,Italy,75,R,CM,88,2019
153200,P. Ntep,25,180.34,74.83,Cameroon,75,R,LM,19,2021
153207,S. Okazaki,32,172.72,78.00,Japan,75,R,CF,20,2019
153219,C. Jallet,34,177.80,69.84,France,75,R,LWB,24,2019
153228,Sandro,29,187.96,74.83,Brazil,75,R,RCM,30,2020
153235,N. Redmond,24,172.72,68.93,England,75,R,LM,22,2021
153239,E. Badu,27,172.72,69.84,Ghana,75,R,CM,8,2020
153242,Jason,23,177.80,64.85,Spain,75,R,RM,23,2019
153249,S. Cristóforo,24,175.26,68.03,Uruguay,75,R,CDM,15,2019
153252,L. Butelle,35,187.96,83.90,France,75,L,GK,16,2020
153263,P. Dummett,26,182.88,82.09,Wales,75,L,LB,3,2022
153275,K. Amian,20,180.34,78.00,France,75,R,RB,2,2021
153277,Naldo,29,187.96,79.82,Brazil,75,R,CB,5,2020
153288,J. Kurtić,29,185.42,87.98,Slovenia,75,R,RM,8,2021
153297,A. Barreca,23,180.34,69.84,Italy,75,L,LB,3,2021
153308,Gil Dias,21,182.88,78.00,Portugal,75,L,RM,31,2019
153316,J. Locadia,24,185.42,87.07,Netherlands,75,R,ST,9,2022
153324,A. Raggi,34,187.96,82.09,Italy,75,R,CB,24,2019
153328,L. De Silvestri,30,185.42,83.90,Italy,75,R,RM,29,2020
153339,M. Saracchi,20,172.72,68.93,Uruguay,75,L,LB,3,2023
153347,D. Congré,33,185.42,79.82,France,75,R,LCB,3,2019
153359,T. Kolodziejczak,26,185.42,74.83,France,75,L,LB,5,2019
153368,Felipe Vizeu,21,182.88,82.09,Brazil,75,L,ST,9,2023
153373,G. Nkoudou,23,175.26,73.02,France,75,R,LM,14,2021
153383,Joel Robles,28,195.58,89.80,Spain,75,R,GK,1,2022
153395,B. Zungu,25,182.88,76.19,South Africa,75,R,CDM,34,2021
153397,P. Gouano,24,185.42,78.00,France,75,R,LCB,2,2021
153404,L. Cigarini,32,175.26,72.11,Italy,75,R,CM,8,2019
153412,M. Jensen,22,172.72,68.03,Denmark,75,R,CM,18,2023
153415,Burgui,24,182.88,74.83,Spain,75,R,LM,14,2021
153420,A. Meret,21,190.50,82.99,Italy,75,L,GK,1,2023
153429,M. Gonalons,29,187.96,76.19,France,75,R,CDM,15,2019
153432,R. Karsdorp,23,182.88,79.82,Netherlands,75,R,RB,2,2022
153442,K. Laimer,21,180.34,72.11,Austria,75,R,RB,27,2021
153444,A. Westwood,28,175.26,73.02,England,75,R,CM,18,2020
153453,A. Conti,24,182.88,76.19,Italy,75,R,RM,12,2022
153462,Bojan,27,170.18,64.85,Spain,75,R,CAM,27,2020
153465,W. Hennessey,31,198.12,89.80,Wales,75,R,GK,1,2021
153468,Bustinza,26,175.26,73.92,Spain,75,R,RCB,3,2019
153475,Bernardo,23,185.42,76.19,Brazil,75,L,LB,30,2022
153480,Oier,28,190.50,91.16,Spain,75,L,GK,13,2021
153491,D. Gayle,27,175.26,78.00,England,75,R,LS,16,2019
153494,Joelinton,21,185.42,86.17,Brazil,75,R,LS,34,2022
153498,J. Drmić,25,182.88,81.18,Switzerland,75,R,ST,18,2019
153506,M. Mount,19,177.80,63.95,England,75,R,LCM,8,2019
153510,R. Steffen,26,170.18,64.85,Switzerland,75,L,RW,8,2021
153515,S. Ilsanker,29,187.96,86.17,Austria,75,R,RDM,6,2020
153519,R. Sessegnon,18,177.80,69.84,England,75,L,LM,3,2020
153525,K. Babacar,25,190.50,84.81,Senegal,75,R,ST,30,2022
153531,Postigo,29,185.42,78.00,Spain,75,R,CB,15,2019
153536,Renato Sanches,20,175.26,69.84,Portugal,75,R,CM,8,2021
153538,G. Konan,22,175.26,71.20,Ivory Coast,75,L,LB,3,2022
153544,S. Mounié,23,190.50,79.82,Benin,75,R,RS,24,2021
153553,P. Capelle,31,180.34,73.02,France,75,L,LWB,15,2019
153562,T. Davies,20,185.42,69.84,England,75,R,CM,26,2022
153572,J. Kluivert,19,170.18,66.21,Netherlands,75,R,LW,34,2023
153580,D. Rolán,25,177.80,69.84,Uruguay,75,R,ST,4,2019
153585,L. Klostermann,22,187.96,82.99,Germany,75,R,RB,16,2021
153596,M. Locatelli,20,185.42,74.83,Italy,75,R,CDM,73,2019
153607,Keko,26,172.72,68.03,Spain,75,R,RM,24,2019
153610,F. Schär,26,187.96,83.90,Switzerland,75,R,CB,22,2021
153621,Chema Rodríguez,26,187.96,79.82,Spain,75,L,CB,6,2020
153626,Sandro,22,175.26,71.20,Spain,75,R,ST,24,2019
153638,Gonçalo Paciência,23,182.88,82.99,Portugal,75,R,ST,39,2022
153644,Córdoba,21,180.34,73.02,Spain,75,L,LW,11,2022
153651,P. Pekarík,31,175.26,69.84,Slovakia,75,R,RB,2,2020
153658,Ximo Navarro,28,177.80,71.20,Spain,75,R,LCB,15,2021
153664,Pablo Hernández,33,172.72,66.21,Spain,75,R,RM,19,2020
153671,S. Bamba,33,190.50,86.17,Ivory Coast,75,R,LCB,22,2020
153676,S. Mitrović,28,187.96,83.90,Serbia,75,R,CB,13,2022
153679,B. Engels,23,193.04,84.81,Belgium,75,R,RCB,2,2021
153684,F. Tait,25,175.26,69.84,France,75,R,LM,20,2020
153688,D. Zagadou,19,195.58,89.80,France,75,L,CB,2,2022
153700,M. Diamé,31,182.88,86.17,Senegal,75,R,RCM,10,2019
153707,A. Younes,24,167.64,71.20,Germany,75,R,LW,34,2022
153719,K. Akpoguma,23,193.04,84.81,Germany,75,R,RCB,25,2021
153722,B. Santamaria,23,182.88,73.02,France,75,R,LCM,18,2020
153730,E. Moretti,37,182.88,77.10,Italy,75,L,LCB,24,2019
153737,M. Maignan,22,190.50,88.89,France,75,R,GK,16,2022
153745,Y. Karamoh,19,185.42,77.10,France,75,R,RM,8,2019
153752,A. Thomasson,24,177.80,72.11,France,75,R,LM,26,2021
153758,D. Amartey,23,185.42,78.91,Ghana,75,R,RB,18,2019
153766,R. Özcan,34,182.88,78.00,Austria,75,L,GK,28,2019
153777,A. Donnarumma,27,180.34,74.83,Italy,75,R,LS,9,2022
153780,H. Arter,28,175.26,69.84,Republic of Ireland,75,L,CM,22,2019
153788,A. Mawson,24,187.96,87.07,England,75,R,LCB,26,2022
153792,M. Lemos,22,187.96,84.81,Uruguay,75,R,CB,4,2019
153800,A. Duncan,25,177.80,78.00,Ghana,75,L,LCM,32,2020
153805,Marlon,22,182.88,79.82,Brazil,75,R,RCB,2,2020
153814,Thiago Maia,21,177.80,78.91,Brazil,75,L,CDM,20,2022
153818,Y. Aït Bennasser,21,182.88,74.83,Morocco,75,R,CM,15,2021
153821,F. Roncaglia,31,177.80,76.19,Argentina,75,R,CB,24,2020
153826,R. Mandragora,21,182.88,76.19,Italy,75,L,LCM,38,2023
153836,A. Adomah,30,182.88,73.92,Ghana,75,R,RM,37,2020
153839,M. Yoshida,29,187.96,78.00,Japan,75,R,CB,3,2020
153850,R. Amalfitano,28,175.26,71.20,France,75,R,RDM,20,2021
153856,D. Cataldi,23,180.34,69.84,Italy,75,R,CM,32,2020
153859,Martín,22,177.80,72.11,Spain,75,R,RB,21,2022
153863,M. Gaćinović,23,175.26,68.93,Serbia,75,R,CM,11,2021
153865,L. Rigoni,33,185.42,76.19,Italy,75,R,LCM,32,2019
153874,C. Daniels,31,177.80,74.83,England,75,L,LB,11,2020
153881,K. Stafylidis,24,177.80,77.10,Greece,75,L,LB,3,2019
153885,Sabin Merino,26,187.96,74.83,Spain,75,R,LW,18,2019
153887,A. Flint,28,198.12,82.99,England,75,R,LCB,24,2022
153897,Brais Méndez,21,187.96,78.00,Spain,75,L,RM,23,2021
153899,Merino,22,185.42,82.99,Spain,75,L,CM,8,2023
153902,S. Missiroli,32,190.50,77.10,Italy,75,R,RCM,6,2021
153909,Serantes,28,182.88,72.11,Spain,75,R,GK,13,2020
153912,K. Ayhan,23,182.88,83.90,Turkey,75,R,CB,18,2021
153915,W. Morgan,34,185.42,101.13,Jamaica,75,R,RCB,5,2019
153919,J. Alonso,25,182.88,82.09,Paraguay,75,L,LB,13,2019
153930,M. Wakaso,27,170.18,72.11,Ghana,75,L,CM,22,2020
153938,Y. Mvogo,24,190.50,89.80,Switzerland,75,R,GK,28,2021
153941,Borja Bastón,25,190.50,82.09,Spain,75,R,ST,18,2019
153947,C. Günter,25,182.88,82.99,Germany,75,L,LB,30,2022
153956,I. Amadou,25,182.88,81.18,France,75,R,CDM,5,2022
153963,Unai López,22,170.18,69.84,Spain,75,R,CM,23,2022
153970,K. Iheanacho,21,182.88,79.82,Nigeria,75,L,ST,8,2022
153978,C. Söyüncü,22,185.42,82.09,Turkey,75,R,LCB,6,2023
153986,B. Pearson,23,175.26,71.20,England,75,R,RDM,4,2020
153993,F. Niederlechner,27,187.96,86.17,Germany,75,R,ST,7,2020
154004,H. Hateboer,24,187.96,73.92,Netherlands,75,R,RM,33,2020
154011,M. Sarr,19,182.88,73.02,France,75,L,LCB,23,2021
154018,Mikel Rico,33,177.80,74.83,Spain,75,R,CM,17,2019
154024,F. Neuhaus,21,182.88,73.92,Germany,75,R,RCM,32,2022
154034,Mexer,29,187.96,78.91,Mozambique,75,R,LCB,4,2019
154037,F. Magnanelli,33,180.34,78.91,Italy,75,R,CDM,4,2019
154039,F. Helander,25,193.04,83.90,Sweden,75,L,CB,14,2020
154048,J. Gondorf,30,175.26,78.00,Germany,75,R,RM,20,2021
